gen_tech,gen_load_zone,gen_energy_source,period,Energy_GWh_typical_yr,VariableCost_per_yr,DispatchEmissions_tCO2_per_typical_yr
mila_wind,Menorca,wind,2021,5.749649499999958,0.0,0.0
mila_wind,Menorca,wind,2022,5.86185599999996,0.0,0.0
mila_wind,Menorca,wind,2023,5.908328999999962,0.0,0.0
mila_wind,Menorca,wind,2024,5.6311079999999585,0.0,0.0
mila_wind,Menorca,wind,2025,5.439839999999962,0.0,0.0
mila_wind,Menorca,wind,2026,5.4559679999999675,0.0,0.0
mila_wind,Menorca,wind,2027,5.396775999999959,0.0,0.0
mila_wind,Menorca,wind,2028,5.266239999999963,0.0,0.0
nat_gas,Menorca,gas,2021,0.0,0.0,0.0
nat_gas,Menorca,gas,2022,0.0,0.0,0.0
nat_gas,Menorca,gas,2023,42.323148000000046,307266.0544799999,22223.88501480001
nat_gas,Menorca,gas,2024,42.06131299999998,305365.13237999997,22086.3954563
nat_gas,Menorca,gas,2025,43.006743500000006,312228.95781,22582.841011850007
nat_gas,Menorca,gas,2026,35.97344100000001,261167.18166,18889.653869099995
nat_gas,Menorca,gas,2027,38.26152750000001,277778.6896499999,20091.128090250004
nat_gas,Menorca,gas,2028,40.351357199999974,292950.8532719999,21188.49766571998
nat_gas,Menorca,gas,2029,42.77205589999999,310525.1258339998,22459.606553090016
nat_gas,Menorca,gas,2030,44.658060299999974,324217.5177780004,23449.947463530003
salomo_pv,Menorca,sun,2021,7.519263499999997,0.0,0.0
salomo_pv,Menorca,sun,2022,7.683879000000004,0.0,0.0
salomo_pv,Menorca,sun,2023,7.578739000000009,0.0,0.0
salomo_pv,Menorca,sun,2024,7.3308480000000005,0.0,0.0
salomo_pv,Menorca,sun,2025,7.027919500000004,0.0,0.0
salomo_pv,Menorca,sun,2026,6.804063,0.0,0.0
salomo_pv,Menorca,sun,2027,6.9258000000000015,0.0,0.0
salomo_pv,Menorca,sun,2028,6.872887000000004,0.0,0.0
salomo_pv,Menorca,sun,2029,6.498037000000003,0.0,0.0
salomo_pv,Menorca,sun,2030,6.362614999999994,0.0,0.0
utility_pv,Menorca,sun,2021,123.19216350000005,0.0,0.0
utility_pv,Menorca,sun,2022,124.897864,0.0,0.0
utility_pv,Menorca,sun,2023,122.05290999999997,0.0,0.0
utility_pv,Menorca,sun,2024,126.20110999999997,0.0,0.0
utility_pv,Menorca,sun,2025,125.7558504999998,0.0,0.0
utility_pv,Menorca,sun,2026,115.20087297352933,0.0,0.0
utility_pv,Menorca,sun,2027,120.27319829411753,0.0,0.0
utility_pv,Menorca,sun,2028,119.78998088235294,0.0,0.0
utility_pv,Menorca,sun,2029,141.2874766470587,0.0,0.0
utility_pv,Menorca,sun,2030,150.50422248235319,0.0,0.0
wind,Menorca,wind,2021,156.83877300000017,0.0,0.0
wind,Menorca,wind,2022,164.94846199999952,0.0,0.0
wind,Menorca,wind,2023,169.7527299999997,0.0,0.0
wind,Menorca,wind,2024,179.65796799999987,0.0,0.0
wind,Menorca,wind,2025,187.8782429999998,0.0,0.0
wind,Menorca,wind,2026,237.1863364705881,0.0,0.0
wind,Menorca,wind,2027,235.68028861176504,0.0,0.0
wind,Menorca,wind,2028,240.69185699999952,0.0,0.0
wind,Menorca,wind,2029,229.13105764705873,0.0,0.0
wind,Menorca,wind,2030,224.71061897941195,0.0,0.0
