gen_tech,gen_load_zone,gen_energy_source,period,Energy_GWh_typical_yr,VariableCost_per_yr,DispatchEmissions_tCO2_per_typical_yr
nat_gas,Menorca,gas,2021,0.0,0.0,0.0
nat_gas,Menorca,gas,2022,0.0,0.0,0.0
nat_gas,Menorca,gas,2023,50.61357000000008,367454.5182000001,26577.185606999978
nat_gas,Menorca,gas,2024,46.17628050000007,335239.79642999993,24247.164890549993
nat_gas,Menorca,gas,2025,45.55855150000006,330755.08389,23922.79539265
nat_gas,Menorca,gas,2026,41.03686649999994,297927.65078999987,21548.45859915
nat_gas,Menorca,gas,2027,43.616846175000035,316658.3032305002,22903.20592649252
nat_gas,Menorca,gas,2028,45.28782737500003,328789.62674250023,23780.638154612512
nat_gas,Menorca,gas,2029,44.88683219999997,325878.40177199966,23570.075588219996
nat_gas,Menorca,gas,2030,44.92814689999997,326178.34649400006,23591.76993718999
salomo_pv,Menorca,sun,2021,7.630195999999999,0.0,0.0
salomo_pv,Menorca,sun,2022,7.2891560000000055,0.0,0.0
salomo_pv,Menorca,sun,2023,7.968670500000013,0.0,0.0
salomo_pv,Menorca,sun,2024,7.406318500000004,0.0,0.0
salomo_pv,Menorca,sun,2025,7.185696000000003,0.0,0.0
salomo_pv,Menorca,sun,2026,7.082166000000003,0.0,0.0
salomo_pv,Menorca,sun,2027,7.0834848823529395,0.0,0.0
salomo_pv,Menorca,sun,2028,6.794721500000004,0.0,0.0
salomo_pv,Menorca,sun,2029,6.889899882352943,0.0,0.0
salomo_pv,Menorca,sun,2030,6.830770882352936,0.0,0.0
utility_pv,Menorca,sun,2021,134.7690050000002,0.0,0.0
utility_pv,Menorca,sun,2022,138.11104300000028,0.0,0.0
utility_pv,Menorca,sun,2023,137.147682,0.0,0.0
utility_pv,Menorca,sun,2024,134.70831500000008,0.0,0.0
utility_pv,Menorca,sun,2025,127.60102600000005,0.0,0.0
utility_pv,Menorca,sun,2026,125.00725197058833,0.0,0.0
utility_pv,Menorca,sun,2027,121.56916172058833,0.0,0.0
utility_pv,Menorca,sun,2028,129.21289335294122,0.0,0.0
utility_pv,Menorca,sun,2029,128.2403200029411,0.0,0.0
utility_pv,Menorca,sun,2030,130.689244,0.0,0.0
wind,Menorca,wind,2021,116.73496100000006,0.0,0.0
wind,Menorca,wind,2022,122.56484799999991,0.0,0.0
wind,Menorca,wind,2023,124.0401085,0.0,0.0
wind,Menorca,wind,2024,155.1592174999999,0.0,0.0
wind,Menorca,wind,2025,176.17861100000013,0.0,0.0
wind,Menorca,wind,2026,204.89634898970638,0.0,0.0
wind,Menorca,wind,2027,211.48273094117687,0.0,0.0
wind,Menorca,wind,2028,210.16720835147083,0.0,0.0
wind,Menorca,wind,2029,232.69317054117639,0.0,0.0
wind,Menorca,wind,2030,241.55733028823573,0.0,0.0
