gen_tech,gen_load_zone,gen_energy_source,period,Energy_GWh_typical_yr,VariableCost_per_yr,DispatchEmissions_tCO2_per_typical_yr
nat_gas,Menorca,gas,2021,0.0,0.0,0.0
nat_gas,Menorca,gas,2022,0.0,0.0,0.0
nat_gas,Menorca,gas,2023,47.29291000000006,343346.5266000004,24833.507041
nat_gas,Menorca,gas,2024,45.070095,327208.8896999999,23666.306884499994
nat_gas,Menorca,gas,2025,43.006743500000006,312228.95781,22582.841011850007
nat_gas,Menorca,gas,2026,35.973440999999994,261167.18165999994,18889.6538691
nat_gas,Menorca,gas,2027,38.26152750000001,277778.6896499998,20091.128090250004
nat_gas,Menorca,gas,2028,39.69101464999996,288156.7663589999,20841.751792714997
nat_gas,Menorca,gas,2029,42.77205589999996,310525.12583399995,22459.606553090012
nat_gas,Menorca,gas,2030,5.8731610000000005,42639.14885999999,3083.996841099999
salomo_pv,Menorca,sun,2021,7.903847000000001,0.0,0.0
salomo_pv,Menorca,sun,2022,7.719754000000008,0.0,0.0
salomo_pv,Menorca,sun,2023,7.32980850000001,0.0,0.0
salomo_pv,Menorca,sun,2024,7.576828000000004,0.0,0.0
salomo_pv,Menorca,sun,2025,7.243638500000003,0.0,0.0
salomo_pv,Menorca,sun,2026,7.212828000000002,0.0,0.0
salomo_pv,Menorca,sun,2027,7.315286999999996,0.0,0.0
salomo_pv,Menorca,sun,2028,6.713028000000003,0.0,0.0
salomo_pv,Menorca,sun,2029,6.823698000000005,0.0,0.0
salomo_pv,Menorca,sun,2030,7.099938999999995,0.0,0.0
utility_pv,Menorca,sun,2021,132.81055200000003,0.0,0.0
utility_pv,Menorca,sun,2022,129.57618100000002,0.0,0.0
utility_pv,Menorca,sun,2023,132.46769199999994,0.0,0.0
utility_pv,Menorca,sun,2024,127.88815900000003,0.0,0.0
utility_pv,Menorca,sun,2025,123.87079949999982,0.0,0.0
utility_pv,Menorca,sun,2026,113.8253684441176,0.0,0.0
utility_pv,Menorca,sun,2027,113.09746823529399,0.0,0.0
utility_pv,Menorca,sun,2028,131.66756688235296,0.0,0.0
utility_pv,Menorca,sun,2029,138.43054770588225,0.0,0.0
utility_pv,Menorca,sun,2030,143.4123825441176,0.0,0.0
wind,Menorca,wind,2021,115.67102400000006,0.0,0.0
wind,Menorca,wind,2022,134.82655900000015,0.0,0.0
wind,Menorca,wind,2023,140.7450835000001,0.0,0.0
wind,Menorca,wind,2024,165.79773700000004,0.0,0.0
wind,Menorca,wind,2025,189.36949499999966,0.0,0.0
wind,Menorca,wind,2026,238.03587771764694,0.0,0.0
wind,Menorca,wind,2027,242.32668320000033,0.0,0.0
wind,Menorca,wind,2028,231.99641664705842,0.0,0.0
wind,Menorca,wind,2029,231.6649197058822,0.0,0.0
wind,Menorca,wind,2030,228.04900950588257,0.0,0.0
